status,changed,rank,name,website,categories,review_categories,confidence,evidence_snippet,note
"triaged","","221","Uplyft Tahoe Jet Ski Rentals","https://www.uplyfttahoe.com/","water_sports;snow_sports","","medium","Uplyft Tahoe Jet Ski Rentals https://www.uplyfttahoe.com/ Uplyft Tahoe Jet Ski Rentals Uplyft Tahoe Jet Ski Rentals point_of_interest service establishment https://www.uplyfttahoe.com/ North Lake Tahoe Jet Ski Rentals | Uplyft Tahoe","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","222","Village Ski Loft","http://www.villageskiloft.com/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","sporting_goods_store store point_of_interest service establishment https://www.villageskiloft.com/ Village Ski Loft Lake Tahoe top of page The Village Ski Loft Incline Village, NV - Lake Tahoe 775-831-3537 HOME RENT NOW Bike Rentals Skis & Boards Nordic, Snowshoes, Sleds Where to Ski & Ride WINTER SERVICES Expert Boot Fitting Services Overnight Tuning and Repair Junior Trade-In Program BIKES Sales & Services E-Bikes","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","223","Vista Trail Bikes","https://vistatrailbikes.com/","snow_sports;off_road;mountain_biking;road_cycling;electric_transport","","medium","People say this bicycle rental service offers well-maintained electric bikes, cruiser bikes, and bike locks.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","224","West Shore Sports","http://www.westshoresports.com/","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport","","medium","West Shore Sports http://www.westshoresports.com/ West Shore Sports Shop renting skis, snowboards, kayaks, and bicycles, as well as selling outdoor apparel and gear.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","225","West Shore Sports","http://westshoresports.com/","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport","","medium","West Shore Sports http://westshoresports.com/ West Shore Sports West Shore Sports point_of_interest service establishment https://westshoresports.com/ Home Summer - West Shore Sports a Summer Rentals for the Whole family With 3 Locations on Tahoe’s West Shore view rentals Summer Rentals *All rentals are first come first served and require a credit or debit card deposit Kayaks view rentals Bicycle view rentals Paddleb","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","226","West Shore Sports","http://www.westshoresports.com/","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport","","medium","West Shore Sports http://www.westshoresports.com/ https://westshoresports.com/ Home Summer - West Shore Sports a Summer Rentals for the Whole family With 3 Locations on Tahoe’s West Shore view rentals Summer Rentals *All rentals are first come first served and require a credit or debit card deposit Kayaks view rentals Bicycle view rentals Paddleboard view rentals View All Summer Rental Rates Locations Locations Homew","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","227","Wetsuit Outlet","https://wetsuitoutlet.com/","snow_sports;mountain_biking","","medium","Shop Wetsuits Under $199 Search Home Wetsuits Men&#x27;s Wetsuits Fullsleeve Sleeveless Two-Piece Under $199 Women&#x27;s Wetsuits Fullsleeve Sleeveless Two-Piece Under $199 Kid&#x27;s Wetsuits Fullsleeve Sleeveless Swimskins Men&#x27;s Swimskins Women&#x27;s Swimskins Wetsuit Demos Fullsleeve Sleeveless Apparel New Arrivals Men&#x27;s New Arrivals Women&#x27;s New Arrivals Men&#x27;s Apparel Jerseys Singlets Shorts","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","228","Wild Society Adventures","https://www.wildsocietylt.com/","water_sports;snow_sports","","medium","Wild Society Adventures https://www.wildsocietylt.com/ Wild Society Adventures Wild Society Adventures point_of_interest service establishment https://www.wildsocietylt.com/ Clear Kayak Rentals & Tours | Kings Beach, Lake Tahoe | Wild Society top of page Wild Society Log In Book Now Adventures All Adventures Adventure Add-Ons Adventure Style Quiz Waves of Kindness All Adventures Adventure Add-Ons Adventure Style Quiz","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","229","Winter Wonderland Ski Shop","https://winterwonderlandskishop.com/","snow_sports;rock_climbing;fishing","","medium","Winter Wonderland Ski Shop https://winterwonderlandskishop.com/ Winter Wonderland Ski Shop Ski shop outside Heavenly Ski Resort offering rentals, repairs, and clothing.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","230","Zephyr Cove Marina","https://www.zephyrcove.com/zephyr-cove-marina/zephyr-cove-marina-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing","water_sports;snow_sports;off_road;fishing","","medium","Zephyr Cove Marina https://www.zephyrcove.com/zephyr-cove-marina/zephyr-cove-marina-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing Zephyr Cove Marina Zephyr Cove Marina Visitors say this marina offers scenic boat tours, including dinner and wine cruises, and provides various water sports rentals like kayaks and paddle boats.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","231","Zephyr Cove Snowmobile Tours","https://www.zephyrcove.com/snowmobiles/tahoe-snowmobiling-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing","water_sports;snow_sports;off_road;fishing","","medium","Zephyr Cove Snowmobile Tours https://www.zephyrcove.com/snowmobiles/tahoe-snowmobiling-experience?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing Zephyr Cove Snowmobiling Tours Snowmobile company offering guided tours up to 9,000 feet altitude, plus rentals, clothing and helmet options.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","232","evo Tahoe City","https://www.evo.com/pages/locations-tahoe-city?utm_source=GMBlisting&utm_medium=organic","water_sports;snow_sports;mountain_biking;road_cycling;electric_transport","","medium","bicycle_store sporting_goods_store clothing_store manufacturer store point_of_interest service establishment https://www.evo.com/shop Mountain Bike, Ski & Snowboard - Sales, Rental & Travel evo Skip to main navigation content Close side cart Cart Close side cart Shopping Cart Your cart is empty.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","238","Donner Ski Ranch","http://www.donnerskiranch.com/","snow_sports","","medium","Donner Ski Ranch http://www.donnerskiranch.com/ Donner Ski Ranch Venerable, independently owned ski area with lessons, rentals, a lodge & a popular tubing park.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","239","Homewood Mountain Resort","http://www.skihomewood.com/","snow_sports","","medium","ski_resort tourist_attraction hiking_area wedding_venue bar_and_grill bar event_venue sports_activity_location restaurant food point_of_interest service establishment https://skihomewood.com/ Homewood Mountain Resort MOUNTAIN INFO Snow Report Mountain Safety Mountain Cams Trail Map &#038; Stats Parking &#038; Travel PLAN YOUR VISIT Season Passes Lift Tickets Rentals &#038; Demos Lessons Teams Snowcat Adventures Accou","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","241","All Around Tahoe - Paddleboards, Kayaks, Bikes rental & more!","http://allaroundtahoe.com/","water_sports;mountain_biking;road_cycling","","medium","sporting_goods_store store service establishment https://allaroundtahoe.com/ Delivery of Paddleboards, Kayaks and Bikes - All Around Tahoe Call today for paddleboards, kayaks and bikes rentals (Phone reservations only) Home Bike Rentals Mountain Biking Street Bikes Kayaking & Paddleboarding Flume Trail Secret Cove Beaches Hidden Beach & Speeadboat Price List Gallery Contact SpeedBoat Beach Home Bike Rentals Mountain","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","243","Round Hill Pines Beach Resort","http://roundhillpinesresort.com/","water_sports;fishing","","medium","Watercraft & Beach Rentals We offer a variety of boats and watertoys throughout the summer season including boat rentals, kayaks, SUP Boards, pedal boats, and beach rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","247","Rent A Boat Lake Tahoe","https://www.rentaboattahoe.com/","water_sports;snow_sports","","medium","Rent A Boat Lake Tahoe https://www.rentaboattahoe.com/ Rent A Boat Lake Tahoe Relaxed, respectful, professional, fun-loving staff at this rental service offering well-kept boats for excursions around Lake Tahoe.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","248","North Tahoe Wakesurf and Charter","http://wakesurfnorthtahoe.com/","water_sports;snow_sports","","medium","North Tahoe Wakesurf and Charter http://wakesurfnorthtahoe.com/ North Tahoe Wakesurf and Charter North Tahoe Wakesurf and Charter People say this boat rental service offers fun wake surfing lessons and tours of the lake, with a knowledgeable and accommodating captain who provides excellent service.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","250","Tahoe Keys Marina","https://tahoekeysmarina.com/","water_sports;snow_sports;fishing","","medium","marina point_of_interest service establishment https://tahoekeysmarina.com/ Tahoe Keys Marina, South Lake Tahoe, California | Suntex Marinas Skip to main content facebook phone CUSTOMER PORTAL STRATEGIC PARTNERS BOOK A SLIP NOW BOAT RENTAL: (530) 544-8888 SUNTEX STORE PHONE: (530) 541-2155 Hit enter to search or ESC to close Search Close Search Menu BOATS + Wet Slips Dry Storage Book a Guest Slip Amenities Certified","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","257","PlumpJack Inn","https://www.plumpjackinn.com/?utm_medium=organic&utm_source=google&utm_campaign=business-listing","snow_sports;mountain_biking","","medium","resort_hotel ski_resort hotel sports_activity_location lodging point_of_interest establishment https://www.plumpjackinn.com/ PlumpJack Inn | North Lake Tahoe Hotel | Official Site Skip to content Menu Webcam Logo of PlumpJack Inn 6° / -1° Book Now Rooms & Suites PlumpJack Cafe View Menu The Tahoe Experience Things To Do events calendar Weddings Groups & Events Specials Gallery The Inn Shop Rentals About Us Careers FA","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","259","Tahoe Wakebusters","http://www.tahoewakebusters.com/","water_sports;snow_sports","","medium","Tahoe Wakebusters http://www.tahoewakebusters.com/ Tahoe Wakebusters Tahoe Wakebusters service establishment https://www.tahoewakebusters.com/ Lake Tahoe Boat Rentals | Tahoe WakeBusters Our Fleet Why Us Reviews About Contact Shop Book Now Our Fleet Why Us Reviews About Contact Shop Book Now Make Wakes.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","262","EuroCycle Reno","https://rideeurocycle.com/","snow_sports;off_road;motorcycles;road_cycling","","medium","auto_parts_store car_repair store point_of_interest service establishment https://rideeurocycle.com/ Home - Ride EuroCycle Skip to content Search Locations: LAS VEGAS RENO About Inventory Rentals Shipping E-Ticket Contact Employment About Inventory Rentals Shipping E-Ticket Contact Employment About Inventory Rentals Shipping E-Ticket Contact Employment About Inventory Rentals Shipping E-Ticket Contact Employment Get","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","266","The Water Traveler","https://www.thewatertraveler.com/","water_sports;snow_sports;fishing","","medium","The Water Traveler https://www.thewatertraveler.com/ The Water Traveler The Water Traveler tour_agency travel_agency service establishment https://www.thewatertraveler.com/ The Water Traveler | Luxury Boat Charters in Key West, Lake Tahoe & San Francisco The Water Traveler Home Key West Yacht Just Chillin' In-Stay Rentals & Services Lake Tahoe Heavenly Mountain Terrace Pebble Beach Tahome Cobalt 246 Boat Charter Wint","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","268","Tahoe Lake Tours","https://tahoeboattours.com/","water_sports;snow_sports","","medium","Tahoe Lake Tours https://tahoeboattours.com/ Tahoe Lake Tours Private boat tours, boat rentals and water sports outings led by friendly captains.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","269","Tahoe City Marina","https://tahoecitymarina.com/","water_sports;snow_sports","","medium","Tahoe City Marina https://tahoecitymarina.com/ Tahoe City Marina Tahoe City Marina marina point_of_interest service establishment https://www.tahoecitymarina.com/ Boat Rentals in Tahoe City | Tahoe City Marina Rentals Services About FAQs Contact Weather Web Cam Book Now Previous Next Your Lake Day Starts Here Boat Rentals in Tahoe City Book Now Why Rent from Tahoe City Marina?","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","271","Tahoe Paddleboard","http://tahoepaddleboards.com/","water_sports;snow_sports","","medium","Tahoe Paddleboard http://tahoepaddleboards.com/ Tahoe Paddleboard Tahoe Paddleboard service establishment https://tahoepaddleboards.com/ Tahoe Paddleboards | Lake Tahoe - ""Delivered-to-Your-Door"" Paddle Board Rentals Lake Tahoe Skip to content Search for: Rentals About Blog FAQ Contact Search for: Rentals About Blog FAQ Contact Rentals About Blog FAQ Contact Home OnyxDm 2025-05-28T02:53:19+00:00 PARTY ON THE WATER!","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","277","Boat Tahoe","http://www.boat-tahoe.com/","water_sports;snow_sports;off_road;road_cycling","","medium","tour_agency travel_agency point_of_interest service establishment https://www.boat-tahoe.com/ Boat Tahoe - Lake Tahoe Private Boat Tours Skip to content Search for: TOURS &#038; RENTALS Private Boat Tours &#038; Charters Public Boat Tours Unique Boating Experiences Perfect Charter Finder OUR BOATS WATERSPORTS Wakesurfing Charters Efoil Experience Tube, Wakeboard &#038; Waterski Learn to Wakesurf: A Step-by-Step Guide","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","284","Caples Lake Resort","http://www.capleslakeresort.com/","water_sports;fishing","","medium","Caples Lake Resort http://www.capleslakeresort.com/ Caples Lake Resort Lakefront property with laid-back room & cabins, plus free Wi-Fi, a wood-fired sauna & boat rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","288","Tennis Nation Racquet Sports","https://www.tennisnation.com/reno-tennis-center/","snow_sports;off_road","","medium","tennis_court sports_coaching sporting_goods_store athletic_field sports_activity_location store health school educational_institution sports_club point_of_interest association_or_organization establishment https://www.tennisnation.com/reno-tennis-center/ Reno Tennis Center: Courts & Facilities - Tennis Nation Skip to primary navigation Skip to main content Skip to footer Tennis Nation Be Relentless Pickleball Pickleb","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","289","Dirty Wheel Tahoe","https://www.dirtywheeltahoe.com/","snow_sports;off_road;road_cycling;electric_transport","","medium","Dirty Wheel Tahoe https://www.dirtywheeltahoe.com/ Dirty Wheel Tahoe Dirty Wheel Tahoe service establishment https://www.dirtywheeltahoe.com/ Dirty Wheel Tahoe | E Dirt Bike Rentals | Truckee Tahoe top of page Dirty Wheel Tahoe Home Rentals Contact FAQ Gallery More Use tab to navigate through the menu items.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","290","Jet Ski Rental Lake Tahoe","https://www.jetskirentallaketahoe.com/","water_sports;snow_sports;off_road;mountain_biking","","medium","Jet Ski Rental Lake Tahoe https://www.jetskirentallaketahoe.com/ Jet Ski Rental Lake Tahoe Jet Ski Rental Lake Tahoe service establishment https://www.jetskirentallaketahoe.com/ Jet Ski Rental Lake Tahoe | The Nicest & Fastest In The Lake Email: jetskirentallaketahoe@gmail.com Phone Number: (619) 538-8939 Home Rentals High-Speed Jet Ski Rentals Luxury High-Speed Jet Ski Rentals About Us Contact General Reservation Fo","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","292","Blue Granite Climbing Gym","http://bluegraniteclimbing.com/","snow_sports;rock_climbing","","medium","gym sports_activity_location health point_of_interest establishment https://bluegraniteclimbing.com/ Blue Granite Climbing Gym - Lake Tahoe Rock Climbing Gym Skip to main content Close Search Menu Waiver Home Crash Pad Rentals Day Use Punch Passes Membership Yoga &#038; Fitness Classes &#038; Private Lessons Youth Teams &#038; Clubs Homeschool Voucher FAQs Groups &#038; Parties Events &#038; Gatherings Community Clim","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","293","Discover Tahoe Chartered Cruises","https://discovertahoecruises.com/","water_sports;snow_sports;fishing","","medium","Discover Tahoe Chartered Cruises https://discovertahoecruises.com/ Discover Tahoe Chartered Cruises Discover Tahoe Chartered Cruises tour_agency travel_agency point_of_interest service establishment https://discovertahoecruises.com/ South Lake Tahoe Boat Rentals | Luxury Party & Sunset Cruises Home Book a Boat Party Pontoon Wake Surf Boat Bowrider Tritoon Cruisers FAQ’s Testimonials Blog Select Page Come get your pie","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","302","Tahoe Swell Seekers","https://www.tahoeswellseekers.com/","water_sports;snow_sports","","medium","Tahoe Swell Seekers https://www.tahoeswellseekers.com/ Tahoe Swell Seekers Tahoe Swell Seekers tour_agency travel_agency service establishment https://www.tahoeswellseekers.com/ Tahoe Swell Seekers | Enjoy Lake Tahoe Water Sports Today 0 Skip to Content About Gallery Contact FAQ Book now Open Menu Close Menu About Gallery Contact FAQ Book now Open Menu Close Menu About Gallery Contact FAQ Book now LAKE TAHOE waterspo","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","303","Reno Fly Shop","http://renoflyshop.com/","snow_sports;fishing","","medium","People say this fly fishing shop offers a great selection of quality flies designed for local waters, along with rental kits and helpful advice on fishing spots.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","307","Action Water Sports of Incline Village","https://www.awsincline.com/","water_sports;snow_sports","","medium","Action Water Sports of Incline Village https://www.awsincline.com/ Action Water Sports of Incline Village Outfitter offering boat rentals and excursions such as catamaran cruises with live music.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","310","Mile High Fishing Charters","http://www.fishtahoe.com/","water_sports;snow_sports;fishing","","medium","Mile High Fishing Charters http://www.fishtahoe.com/ Mile High Fishing Charters Guided lake-fishing cruises for individuals and groups, plus boat rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","313","Trek Bicycle Reno","https://www.trekbikes.com/us/en_US/retail/reno/?y_source=1_MTAzMjk3NDY1MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","snow_sports;off_road;mountain_biking;road_cycling;electric_transport","","medium","While your suspension is getting a refresh, we'll set you up with a complimentary two-day demo bike so you can keep riding while your bike is in the shop.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","315","Camp Richardson Beachside Inn","https://www.camprichardson.com/beachside-inn/","water_sports;snow_sports;motorcycles;electric_transport","","medium","Home Watersport Activities Open Watersport Activities Menu Parasailing Boat Rentals Jet Ski Rentals Kaya, SUP Rental & More Water Taxi Sail Boat Charter Our Locations Open Our Locations Menu Timber Cove Marina Lakeside Marina Round Hill Pines Marina Camp Richardson Marina View All Locations FAQ More Open More Menu View All Locations Menu CAMP RICHARDSON MARINA RENTALS & ACTIVITIES BOAT RENTALS - JET SKI RENTALS - BEA","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","318","Birkholm's Water Ski Wakeboard School in Lake Tahoe","https://birkholmswatersports.com/","water_sports;snow_sports","","medium","Birkholm's Water Ski Wakeboard School in Lake Tahoe https://birkholmswatersports.com/ Birkholm's Water Ski Wakeboard School in Lake Tahoe Birkholm's Water Ski Wakeboard School in Lake Tahoe sports_coaching tour_agency travel_agency school educational_institution point_of_interest service establishment https://birkholmswatersports.com/ Lake Tahoe Water Sports | Wakesurfing Wakeboarding Water Skiing Skip to primary nav","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","323","Tahoe Boat co","https://tahoeboatco.com/","water_sports;snow_sports","","medium","Tahoe Boat co https://tahoeboatco.com/ Tahoe Boat co Tahoe Boat co service establishment https://www.tahoeboatco.com/ Home - Tahoe Boat Co - Lake Tahoe, Carson City, NV 0 Skip to Content Surf Lessons Boat Rental Book Now Open Menu Close Menu Surf Lessons Boat Rental Book Now Open Menu Close Menu Surf Lessons Boat Rental Book Now Lake Tahoe Boat Rental Tahoe Boat Co.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","324","Tahoe Jeep Rentals, Inc","http://www.tahoejeeprental.com/","snow_sports;off_road","","medium","Tahoe Jeep Rentals, Inc http://www.tahoejeeprental.com/ Tahoe Jeep Rentals, Inc Tahoe Jeep Rentals, Inc car_rental tour_agency travel_agency service establishment https://www.tahoejeeprental.com/ Tahoe Jeep Rentals 0 Skip to Content Tahoe Jeep Rentals ON-ROAD RENTALS OFF-ROAD-JEEP RENTALS BOOK NOW CONNECT WITH US ADVENTURE PICS Open Menu Close Menu Tahoe Jeep Rentals ON-ROAD RENTALS OFF-ROAD-JEEP RENTALS BOOK NOW CON","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","327","Trout Creek Outfitters","https://troutcreekoutfitters.com/","water_sports;snow_sports;fishing","","medium","gift_shop store point_of_interest establishment https://www.troutcreekoutfitters.com/ Trout Creek Outfitters Skip to content icon-X Close menu Shop Reports Trips Rentals Events Clearance Log in instagram Instagram Facebook YouTube Cart icon-X Close cart Order note Subtotal $0.00 Shipping, taxes, and discount codes calculated at checkout.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","332","Marine Specialties Boat Sales and Service","http://www.marine-specialties.com/","water_sports;snow_sports;fishing","","medium","Marine Specialties Boat Sales and Service http://www.marine-specialties.com/ Marine Specialties Boat Sales and Service Watersports boat dealer for Nautique and Sanger models, plus equipment rentals.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","334","Truckee Rents","http://www.truckeerents.com/","snow_sports","","medium","From professional-grade rental equipment to seasonal tools and weekend project essentials, you’ll find top-quality gear backed by knowledgeable support.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","no_rentals→triaged","336","Donner Lake E Bikes","","electric_transport","mountain_biking","high","Donner Lake E Bikes rents Rad Rover fat-tire e-bikes (24hr rentals + delivery to North Tahoe/Truckee); on- and off-road capable.","Patch: confirmed renter via live web search (site was down in original crawl)."
"triaged","","350","Tahoe Powersports, Inc.","http://www.tahoepowersports.com/","water_sports;snow_sports","","medium","tour_agency travel_agency service establishment https://www.tahoepowersports.com/ 530-744-4207 Home Private Boat Charters Luxury Boat Rentals Capture the Fun Contact Reserve Now 530-744-4207 Home Private Boat Charters Luxury Boat Rentals Capture the Fun Contact Reserve Now We are open year around.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","354","Black Tie Ski & Bike Rental Delivery of South Tahoe","https://www.blacktiebikes.com/south-tahoe/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=black-tie-ski-rental-south-tahoe&utm_content=south-tahoe","snow_sports;road_cycling;electric_transport","","low","Black Tie Ski & Bike Rental Delivery of South Tahoe https://www.blacktiebikes.com/south-tahoe/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=black-tie-ski-rental-south-tahoe&utm_content=south-tahoe Black Tie Ski & Bike Rental Delivery of South Tahoe Black Tie Ski & Bike Rental Delivery of South Tahoe adventure_sports_center sporting_goods_store sports_complex sports_activity_location store point_of_i","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","363","Homewood High & Dry Marina","https://www.homewoodmarina.net/","water_sports;snow_sports;fishing","","medium","Homewood High & Dry Marina https://www.homewoodmarina.net/ Homewood High & Dry Marina Homewood High & Dry Marina marina storage supplier store point_of_interest service establishment https://www.homewoodmarina.net/ Homewood High & Dry Marina, Lake Tahoe Boat Storage & Service Skip to main content email [email&#160;protected] Map 530.525.5966 Map Contact Marina Webcam $10.99/gal | camera Map Marina Webcam Book Boat St","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","369","Kirkwood General Store","https://www.kirkwood.com/explore-the-resort/during-your-stay/general-store.aspx","snow_sports","","medium","general_store coffee_shop deli cafe food_store store food point_of_interest establishment https://www.kirkwood.com/explore-the-resort/during-your-stay/general-store.aspx/ General Store | Kirkwood Ski Resort Skip to main content kirkwood homepage Choose a Resort Rockies Vail Website , opens in a new window Beaver Creek Website , opens in a new window Breckenridge Website , opens in a new window Park City Website , ope","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","371","Kirkwood Ski Summer Resort","https://www.kirkwood.com/","snow_sports","","medium","Kirkwood Ski Summer Resort https://www.kirkwood.com/ Kirkwood Ski Summer Resort Kirkwood Ski Summer Resort resort_hotel hotel lodging point_of_interest establishment https://www.kirkwood.com/ Kirkwood Mountain Resort | Kirkwood Ski Resort Skip to main content kirkwood homepage Choose a Resort Rockies Vail Website , opens in a new window Beaver Creek Website , opens in a new window Breckenridge Website , opens in a ne","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","380","Alpine Power Equipment","https://alpinepowerequip.com/","snow_sports;camping","","medium","Alpine Power Equipment https://alpinepowerequip.com/ Alpine Power Equipment Alpine Power Equipment building_materials_store store general_contractor point_of_interest service establishment https://alpinepowerequip.com/ Alpine Power Equip &#8211; Rentals • Sales • Service Skip to content Rentals • Sales • Service Alpine Power Equip Menu Sales New Used Service Marine Services Services Parts POPULAR RENTALS Contact Chec","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","406","Truckee River Bike trail","https://biketahoe.org/bike-trails/historic-truckee-river-bike-path/","snow_sports;mountain_biking;road_cycling;electric_transport","","medium","South Tahoe Hub Destination Hub Bike Rentals &#038; Bike Shops Shuttle &#038; Bike Parks Live Music &#038; Entertainment Breakfast &#038; Coffee Burgers &#038; Pizza Taquerias &#038; Burritos Brewpubs Campgrounds &#038; Beaches North Tahoe Hub Destination Hub Bike Rentals &#038; Shops Shuttles &#038; Bike Parks Breakfast &#038; Coffee Taquerias &#038; Burritos Burgers &#038; Pizza Brewpubs Campgrounds &#038; Beaches","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","409","Orucase","http://www.orucase.com/","snow_sports;mountain_biking;road_cycling;electric_transport;fishing","","medium","Featured in Choose Your Travel Style Two different approaches to bike travel.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","415","Lake Tahoe Boat Company","http://laketahoeboatco.com/","water_sports;snow_sports;fishing","","medium","Parts & Accessories Boat Sales Outboard Motor Sales Winterizing & Storage General Service Oil Change & Out drive Service Repairs & Updgrades Our Partners Tahoe Sports Tahoe Sport Fishing Winter Wonderland Rentals Tahoe Snowmobiles Tahoe Powder House Rainbow Mountain The Party Boat TOP CATEGORIES Power Boats Pontoon Boats Yamaha Outboards Jet Skis About Us About Us Our Services Boat Repair &#038; Service Get in Touch","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","no_rentals→triaged","421","Rubicon Surf Company","https://www.rubiconsurfcompany.com/","water_sports","","high","Rubicon Surf Co offers Lake Tahoe boat rentals (wakesurf/wakeboard boats) alongside charters.","Patch: confirmed renter via live fetch/search."
"triaged","needs_review→triaged","423","West Shore Lake Tahoe eBike Rentals","","electric_transport;road_cycling;mountain_biking","","high","West Shore (Sports), Homewood, rents e-bikes plus cruiser, mountain and road bikes with half/full-day rates at its West Shore locations.","Patch: confirmed renter via live web search (site was down in original crawl)."
"triaged","","424","Sparks Snowmobile Rental","https://sparkssnowmobilerental.com/","snow_sports","","medium","Sparks Snowmobile Rental https://sparkssnowmobilerental.com/ Sparks Snowmobile Rental Sparks Snowmobile Rental service establishment https://sparkssnowmobilerental.com/ Sparks Snowmobile Rental","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
"triaged","","426","Lake Tahoe Sailing","https://www.laketahoesail.com/","water_sports;snow_sports","","medium","Lake Tahoe Sailing https://www.laketahoesail.com/ Lake Tahoe Sailing Lake Tahoe Sailing marina sports_school sports_activity_location sports_club point_of_interest association_or_organization service establishment https://www.laketahoesail.com/ Sailing Lessons, Racing, Private Group Charters and Bareboat Rentals on North Lake Tahoe | 1 Bristlecone st.","Auto-triaged from positive rental evidence and category terms; review if location-specific inventory matters."
